,Platform,meta_score,meta_UserReview,Year,Publisher,Developer,vg_critic_score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales,Action,Action-Adventure,Adventure,Board Game,Education,Fighting,MMO,Misc,Music,Party,Platform,Puzzle,Racing,Role-Playing,Sandbox,Shooter,Simulation,Sports,Strategy,Visual Novel
6162,PC,71.0,7.7,2002,Konami  ,Runecraft  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6163,PC,71.0,7.0,2010,Telltale Games  ,Telltale Games  ,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6164,PS4,71.0,7.8,2018,Konami  ,Cygames  ,,0.05,0.01,0.03,0.01,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6165,PC,71.0,8.7,2010,Paradox Interactive   ,Paradox Interactive  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6166,PC,71.0,7.7,2010,Unknown  ,Brawsome  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6167,PS3,71.0,8.2,2014,Namco Bandai Games  ,Unknown  ,,0.22,0.13,0.45,0.07,0.87,1.7400000000000002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6168,PC,71.0,7.6,2007,TopWare  ,Altar Interactive  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6169,XOne,71.0,6.7,2020,Tripwire Interactive  ,Tripwire Interactive  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6170,X360,71.0,6.4,2011,THQ  ,"Yuke's Co., Ltd.  ",7.5,0.74,0.4,0.0,0.12,1.27,2.53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6171,NS,71.0,5.9,2018,Atooi  ,Atooi  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6172,PS4,71.0,7.2,2016,Idea Factory International  ,Compile Heart  ,,0.0,0.0,0.04,0.0,0.04,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6173,PS3,71.0,7.8,2014,Namco Bandai Games  ,Omega Force  ,,0.0,0.21,0.42,0.03,0.66,1.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6174,DS,71.0,6.8,2007,Ubisoft  ,Ubisoft Montreal  ,,0.37,0.9,0.0,0.18,1.44,2.89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6175,PS4,71.0,7.5,2017,Bethesda Softworks  ,id Software  ,,0.22,0.25,0.0,0.09,0.56,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6176,XOne,71.0,7.1,2016,2K Games  ,Gearbox Software  ,,0.2,0.05,0.0,0.03,0.28,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6177,PS2,71.0,7.1,2005,Hot-B  ,Garakuta-Studio  ,7.2,0.01,0.01,0.0,0.0,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6178,X360,71.0,7.6,2009,LucasArts  ,Traveller's Tales  ,,0.62,0.31,0.0,0.09,1.02,2.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6179,PC,71.0,5.7,2004,Merscom LLC  ,City Interactive  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6180,PC,71.0,5.6,2010,Press Play  ,Press Play  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6181,PS4,71.0,6.8,2017,Vision Games  ,PaperSeven  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6182,PS2,71.0,8.3,2005,Eidos Interactive  ,Deadline Games  ,,0.04,0.04,0.0,0.01,0.09,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6183,PC,71.0,6.2,2018,Junkfish Limited  ,Team Junkfish  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6184,3DS,71.0,7.7,2014,Nintendo  ,Nintendo  ,7.8,0.97,2.64,1.98,0.28,5.88,11.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6185,PSV,71.0,5.8,2015,Gaijin Games Inc.  ,Gaijin Games Inc.  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6186,PC,71.0,6.7,2013,2K Games  ,Firaxis Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6187,PS2,71.0,7.9,2003,Midway Games  ,Terminal Reality  ,,0.08,0.07,0.0,0.02,0.17,0.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6188,PS2,71.0,8.5,2001,KOEI  ,Koei  ,,0.13,0.1,0.2,0.03,0.46,0.9200000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6189,PS,71.0,6.5,2001,Namco  ,Flying Tiger Entertainment  ,,0.03,0.02,0.0,0.0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6190,X360,71.0,6.9,2011,Deep Silver  ,Techland  ,7.0,1.48,0.7,0.0,0.21,2.38,4.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6191,PS4,71.0,8.4,2019,Sony Interactive Entertainment  ,SIE Bend Studio  ,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6192,PC,71.0,6.9,2014,Team17 Software  ,Mouldy Toof Studios  ,,0.0,0.01,0.0,0.0,0.01,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6193,XB,71.0,7.4,2005,Activision  ,Toys for Bob  ,6.8,0.21,0.06,0.0,0.01,0.28,0.56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6194,PC,71.0,5.8,2003,LucasArts  ,Sony Online Entertainment  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6195,PS3,71.0,6.2,2009,Sony Computer Entertainment  ,Idol Minds Digital  ,,0.0,0.01,0.0,0.0,0.01,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6196,PS2,71.0,8.6,2005,EA Sports  ,HB Studios Multimedia  ,,0.04,0.03,0.0,0.01,0.09,0.1699999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6197,NS,71.0,5.3,2019,Team 17  ,Pathea Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6198,XOne,71.0,5.7,2018,Neocore Games  ,Neocore Games  ,,0.02,0.0,0.0,0.0,0.02,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6199,GBA,71.0,6.2,2005,Electronic Arts  ,Magic Pockets  ,6.0,0.44,0.16,0.0,0.01,0.61,1.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6200,XB,71.0,8.1,2005,Eidos Interactive  ,Deadline Games  ,,0.02,0.01,0.0,0.0,0.02,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6201,PS2,71.0,7.1,2004,Atari  ,Stormfront Studios  ,,0.1,0.08,0.0,0.03,0.2,0.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6202,PS3,71.0,7.0,2009,Capcom  ,GRIN  ,7.0,0.12,0.17,0.01,0.06,0.36,0.72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6203,PC,71.0,6.9,2005,Got Game Entertainment  ,3D People  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6204,XB,71.0,7.9,2006,Atari  ,"The Collective, Inc.  ",,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6205,PC,71.0,6.5,2015,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6206,PC,71.0,6.7,2014,Unknown  ,Unknown  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6207,PS3,71.0,7.4,2011,THQ  ,Volition Inc.  ,7.0,0.2,0.15,0.03,0.07,0.46,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6208,XB,71.0,4.5,2005,Activision  ,Shaba Games  ,,0.07,0.02,0.0,0.0,0.09,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6209,NS,71.0,7.1,2017,Headup Games  ,Pixel Perfex  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6210,PS3,71.0,7.5,2012,Capcom  ,CyberConnect2  ,,0.2,0.12,0.06,0.05,0.43,0.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6211,PC,71.0,7.0,2016,Insomniac Games  ,Insomniac Games  ,,0.06,0.0,0.0,0.01,0.07,0.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6212,XOne,71.0,6.6,2014,Namco Bandai Games  ,DECK13 Interactive  ,,0.1,0.1,0.0,0.02,0.22,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6213,PSV,71.0,8.0,2015,Tecmo Koei  ,Omega Force  ,,0.03,0.02,0.18,0.02,0.24,0.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6214,PS4,71.0,6.2,2015,Team17 Software  ,Mouldy Toof Studios  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6215,PC,71.0,7.7,2005,Majesco  ,Team17 Software  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6216,PC,71.0,7.1,2009,Paradox Interactive   ,1C:Ino-Co  ,,0.04,0.0,0.0,0.0,0.04,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6217,PS4,71.0,7.1,2016,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,0.31,0.53,0.01,0.16,1.01,2.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218,PC,71.0,8.6,2007,Codemasters  ,Codemasters  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6219,PC,71.0,8.0,2002,JoWood Productions  ,JoWood Productions  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6220,N64,71.0,7.4,2000,Nintendo  ,Rare Ltd.  ,,0.37,0.08,0.14,0.01,0.6,1.2000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6221,PS2,71.0,8.2,2002,Sega  ,Overworks  ,,0.36,0.28,0.22,0.09,0.96,1.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6222,PC,71.0,6.8,2006,Electronic Arts  ,Digital Illusions  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6223,PS4,71.0,7.8,2019,Idea Factory  ,Compile Heart  ,,0.0,0.0,0.03,0.0,0.03,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6224,PC,71.0,7.5,2008,Got Game Entertainment  ,Darkling Room  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6225,PS4,71.0,6.3,2015,Sony Computer Entertainment  ,Capcom  ,,0.0,0.08,0.0,0.01,0.1,0.19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6226,PC,71.0,7.3,2014,Ubisoft  ,Ubisoft  ,,0.0,0.03,0.0,0.0,0.04,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6227,PS4,71.0,5.8,2020,Koei Tecmo  ,Gust  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6228,PS3,71.0,7.5,2007,Electronic Arts  ,EA Redwood Shores  ,7.5,0.38,0.36,0.0,0.14,0.89,1.77,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6229,PC,71.0,5.7,2014,Bethesda Softworks  ,ZeniMax Online Studios  ,,0.35,0.59,0.0,0.08,1.02,2.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6230,PC,71.0,7.2,2017,Sumo Digital  ,Sumo Digital  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6231,XB,71.0,8.0,2005,Empire Interactive  ,Bugbear Entertainment  ,,0.12,0.04,0.0,0.01,0.17,0.34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6232,X360,71.0,6.2,2009,Activision  ,Neversoft Entertainment  ,7.1,0.23,0.15,0.0,0.04,0.42,0.84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6233,DS,71.0,5.8,2007,Midway Games  ,Midway Studios San Diego  ,6.9,0.48,1.27,0.0,0.24,2.0,3.99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6234,PS2,71.0,8.7,2006,THQ  ,Rainbow Studios  ,,1.01,0.04,0.0,0.16,1.21,2.42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6235,PS2,54.0,2.8,2006,THQ  ,Rainbow Studios  ,,1.01,0.04,0.0,0.16,1.21,2.42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6236,PS4,71.0,7.1,2016,Maximum Games  ,Lince Works  ,,0.03,0.0,0.0,0.01,0.04,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6237,X360,71.0,5.3,2012,EA Sports  ,EA Sports  ,,0.1,0.06,0.0,0.02,0.18,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6238,XB,71.0,8.8,2004,Majesco  ,Terminal Reality  ,,0.11,0.03,0.0,0.01,0.15,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6239,PC,71.0,5.2,2012,Ubisoft  ,Ubisoft Paris  ,,0.05,0.1,0.0,0.02,0.17,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6240,DS,71.0,8.2,2007,EA Sports  ,EA Tiburon  ,,0.24,0.0,0.0,0.02,0.26,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6241,PS4,71.0,5.5,2018,U&I Entertainment  ,Caged Element  ,,0.01,0.0,0.0,0.0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6242,PSV,71.0,7.1,2012,Sony Computer Entertainment  ,Zipper Interactive  ,,0.25,0.15,0.04,0.09,0.53,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6243,WiiU,71.0,6.3,2013,Warner Bros. Interactive Entertainment  ,5TH Cell  ,,0.09,0.0,0.0,0.01,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6244,WiiU,71.0,7.4,2012,Shin'en Multimedia  ,Shin'en Multimedia  ,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6245,XB,71.0,6.5,2004,KOEI  ,Omega Force  ,,0.05,0.02,0.0,0.0,0.07,0.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6246,PS2,71.0,8.5,2001,Activision  ,Eighting / Raizing  ,,0.15,0.11,0.05,0.04,0.35,0.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6247,PS4,71.0,8.1,2017,Sony Interactive Entertainment  ,Impulse Gear  ,,0.0,0.38,0.04,0.06,0.48,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6248,NS,71.0,7.9,2020,Crunching Koalas  ,Buckshot Software  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6249,PC,71.0,7.8,2019,Bandai Namco Entertainment  ,Tom Create  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6250,NS,71.0,7.2,2018,NIS America  ,Arc System Works  ,8.5,0.01,0.0,0.0,0.0,0.01,0.02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6251,NS,71.0,6.7,2018,Headup Games  ,ClockStone  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6252,NS,71.0,6.8,2017,Humble Hearts  ,Humble Hearts  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6253,NS,71.0,4.6,2017,Tequila Works  ,Tequila Works  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6254,NS,71.0,6.9,2017,Tomorrow Corporation  ,Tomorrow Corporation  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6255,PS4,71.0,6.0,2016,Eclipse Games  ,Eclipse Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6256,3DS,71.0,7.2,2013,Nicalis  ,Unknown  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6257,X360,71.0,7.4,2012,Microsoft Studios  ,Sumo Digital  ,,0.02,0.01,0.0,0.0,0.04,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6258,PSP,71.0,8.5,2011,Xseed Games  ,Team GrisGris  ,,0.0,0.0,0.05,0.0,0.05,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6259,X360,71.0,6.9,2007,Ubisoft  ,Techland  ,6.9,0.14,0.02,0.0,0.01,0.18,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6260,PC,71.0,8.7,2006,Electronic Arts  ,EA Los Angeles\ Westwood Studios  ,,0.01,0.01,0.0,0.0,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6261,XB,71.0,8.2,2003,Microsoft Game Studios  ,High Voltage Software  ,,0.13,0.04,0.0,0.01,0.17,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6262,XB,71.0,6.6,2003,Midway Games  ,Point of View  ,,0.04,0.01,0.0,0.0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6263,GBA,71.0,7.4,2002,TDK Mediactive  ,TOSE  ,,0.47,0.17,0.0,0.01,0.66,1.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6264,PS2,71.0,7.6,2002,Sega  ,Visual Concepts  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6265,XB,71.0,7.2,2002,Electronic Arts  ,EA Redwood Shores  ,,0.65,0.22,0.0,0.03,0.9,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6266,PS2,71.0,5.3,2001,LucasArts  ,Lucas Learning  ,,0.08,0.06,0.0,0.02,0.16,0.32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6267,PC,71.0,7.7,2000,SSI  ,"Strategic Simulations, Inc.  ",,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6268,PS3,71.0,6.2,2008,Activision  ,Eutechnyx  ,,0.0,0.03,0.0,0.01,0.04,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6269,PS3,71.0,6.2,2008,Activision  ,Eutechnyx  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6270,PS4,71.0,7.3,2018,Farm 51  ,Unknown  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6271,PS2,71.0,6.3,2002,Rockstar Games  ,VIS Entertainment  ,8.0,0.86,0.67,0.0,0.22,1.76,3.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6272,PSV,71.0,8.1,2016,NIS America  ,Experience Inc.  ,,0.04,0.01,0.0,0.02,0.06,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6273,PS4,71.0,7.4,2019,Bandai Namco Entertainment  ,Bandai Namco Studios  ,,0.0,0.0,0.19,0.0,0.19,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6274,3DS,71.0,7.1,2011,THQ  ,THQ  ,7.0,0.15,0.06,0.0,0.02,0.23,0.4599999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6275,PS2,71.0,6.7,2008,Activision  ,BudCat Creations  ,,0.61,0.0,0.0,0.18,0.79,1.58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6276,PS4,71.0,6.3,2014,Sony Computer Entertainment  ,Evolution Studios  ,7.2,0.37,1.63,0.02,0.36,2.37,4.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6277,PC,71.0,8.1,2004,Matrix Games   ,Destroyer Studios  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6278,PS4,71.0,6.0,2018,Ubisoft  ,Ubisoft Montreal  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6279,PS2,71.0,8.3,2004,Electronic Arts  ,Krome Studios  ,7.3,0.26,0.2,0.0,0.07,0.53,1.06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6280,PS4,71.0,6.9,2017,Idea Factory International  ,Compile Heart  ,,0.06,0.0,0.07,0.01,0.14,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6281,3DS,71.0,6.7,2011,Warner Bros. Interactive  ,TT Fusion  ,,0.18,0.19,0.0,0.03,0.41,0.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6282,NS,71.0,7.3,2021,Graffiti  ,Robi Studios  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6283,NS,71.0,8.5,2020,PQube  ,"LIME TURTLE, INC.  ",,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6284,PS3,71.0,6.6,2008,Konami  ,Double Helix Games  ,7.4,0.18,0.15,0.0,0.06,0.39,0.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6285,XOne,71.0,8.4,2018,Capcom  ,Capcom  ,,0.04,0.0,0.0,0.0,0.04,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6286,XB,71.0,8.2,2004,Namco  ,Namco  ,,0.09,0.03,0.0,0.0,0.12,0.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6287,PS2,71.0,8.8,2003,THQ  ,Heavy Iron Studios  ,5.8,1.08,0.45,0.0,0.14,1.67,3.34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6288,PC,71.0,7.1,2003,VU Games  ,Starbreeze Studios  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6289,XB,71.0,7.0,2003,DreamCatcher Interactive  ,Arkane Studios  ,,0.04,0.01,0.0,0.0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6290,DS,71.0,8.2,2008,Activision  ,Vicarious Visions  ,7.1,2.1,1.01,0.01,0.35,3.46,6.93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6291,DS,71.0,7.0,2006,Activision  ,Vicarious Visions  ,7.1,0.24,0.01,0.0,0.02,0.28,0.55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6292,PS4,71.0,6.6,2018,Ubisoft  ,Ubisoft  ,,0.0,0.13,0.01,0.02,0.15,0.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6293,PC,71.0,7.5,2011,Viva Media  ,InterWave Studios  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6294,3DS,71.0,7.1,2011,Disney Interactive Studios  ,TT Fusion  ,7.0,0.29,0.28,0.0,0.06,0.63,1.2600000000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6295,PC,71.0,5.6,2009,Frogster Interactive   ,Runewalker Entertainment Ltd.  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
