,Platform,meta_score,meta_UserReview,Year,Publisher,Developer,vg_critic_score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales,Action,Action-Adventure,Adventure,Board Game,Education,Fighting,MMO,Misc,Music,Party,Platform,Puzzle,Racing,Role-Playing,Sandbox,Shooter,Simulation,Sports,Strategy,Visual Novel
6296,PC,71.0,7.0,2008,DreamCatcher Interactive  ,Frogwares  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297,PSV,71.0,7.3,2012,Sony Computer Entertainment  ,Fun Bits  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6298,X360,71.0,6.3,2009,THQ  ,Swordfish Studios  ,7.3,0.12,0.07,0.0,0.02,0.21,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6299,PS4,71.0,6.3,2017,505 Games  ,Keen Games  ,,0.02,0.05,0.03,0.01,0.12,0.2299999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6300,NS,71.0,7.2,2017,Crunching Koalas  ,Lichthund  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6301,PS3,71.0,7.1,2007,THQ  ,Juice Games  ,,0.18,0.04,0.01,0.02,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6302,PS2,71.0,7.9,2005,SNK Playmore  ,BrezzaSoft  ,,0.05,0.04,0.0,0.01,0.11,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6303,DS,71.0,7.5,2007,Atlus  ,Dimps Corporation  ,,0.09,0.0,0.0,0.01,0.1,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6304,NS,71.0,6.4,2017,Undercoders  ,Rising Star Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6305,PS2,71.0,8.0,2006,THQ  ,Pandemic Studios  ,5.5,0.03,0.02,0.0,0.01,0.07,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6306,3DS,71.0,6.0,2013,Namco Bandai Games  ,Namco Bandai Games  ,8.0,0.08,0.02,0.04,0.01,0.16,0.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6307,NS,71.0,7.9,2020,Proletariat Inc.  ,Proletariat Inc.  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6308,PC,71.0,7.6,2007,Sierra Entertainment  ,Saber Interactive  ,,0.01,0.0,0.0,0.0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6309,X360,71.0,7.4,2007,2K Sports  ,Kush Games  ,,0.11,0.01,0.0,0.01,0.13,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6310,PS2,71.0,8.3,2004,THQ  ,Avalanche Software  ,,0.3,0.24,0.0,0.08,0.62,1.24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6311,XOne,71.0,8.1,2016,FDG Entertainment  ,Cornfox & Brothers  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6312,XB,71.0,8.0,2005,Ubisoft  ,Darkworks  ,,0.05,0.01,0.0,0.0,0.06,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6313,PS4,71.0,6.8,2016,Sony Interactive Entertainment  ,CCP  ,,0.11,0.06,0.0,0.04,0.21,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6314,PC,71.0,7.8,2020,THQ Nordic  ,Black Forest Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6315,PC,71.0,7.2,2010,Paradox Interactive   ,Neocore Games  ,6.3,0.0,0.01,0.0,0.0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6316,PC,71.0,6.8,2005,Enlight  ,Egosoft  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6317,PS4,71.0,7.4,2018,Rooster Teeth Games  ,TheMeatly Games  ,,0.15,0.0,0.0,0.03,0.18,0.36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6318,PC,71.0,7.1,2016,Lince Works  ,Lince Works  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6319,PC,71.0,7.6,2014,Unknown  ,Unknown  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6320,X360,71.0,8.1,2012,Tecmo Koei  ,Omega Force  ,,0.09,0.03,0.03,0.01,0.16,0.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6321,PS2,71.0,5.5,2003,KOEI  ,Koei  ,,0.04,0.03,0.0,0.01,0.08,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6322,PC,71.0,6.8,2001,EA Sports  ,EA Sports  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6323,PC,71.0,8.1,2001,Sierra Entertainment  ,Gearbox Software  ,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6324,DC,71.0,8.0,2000,Ubisoft  ,Disney Interactive Studios  ,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6325,PC,71.0,7.9,2001,EON Digital Entertainment  ,Techland  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6326,PS4,71.0,6.9,2015,Mike Bithell Games  ,Mike Bithell Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6327,PC,71.0,7.1,2015,Focus Home Interactive  ,Eugen Systems  ,,0.0,0.01,0.0,0.0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6328,X360,71.0,7.2,2009,Warner Bros. Interactive  ,TT Games / Harmonix Music Systems  ,7.3,0.4,0.11,0.0,0.05,0.56,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6329,DS,71.0,8.7,2010,Square Enix  ,Matrix Software  ,7.2,0.22,0.1,0.23,0.03,0.58,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6330,X360,71.0,7.3,2008,Sierra Entertainment  ,High Moon Studios  ,,0.26,0.13,0.0,0.04,0.44,0.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6331,PS2,71.0,8.6,2002,Ubisoft  ,Game Arts  ,7.4,0.14,0.11,0.0,0.04,0.29,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6332,PS4,71.0,5.7,2020,WayForward  ,WayForward  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6333,PS4,71.0,5.9,2015,Ubisoft  ,Ubisoft Montpellier  ,7.5,0.0,0.04,0.01,0.01,0.07,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6334,PS2,71.0,8.5,2006,Eidos Interactive  ,Rebellion Developments  ,,0.02,0.02,0.0,0.01,0.04,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6335,PC,71.0,7.2,2005,The Adventure Company  ,Kheops Studio  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6336,PS2,71.0,8.1,2007,Electronic Arts  ,Maxis  ,,0.3,0.01,0.0,0.05,0.37,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6337,PS4,71.0,6.7,2019,Iceberg Interactive  ,Shifting Tides  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6338,PC,71.0,7.7,2015,Aterdux Entertainment  ,Aterdux Entertainment  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6339,XB,71.0,1.7,2006,LucasArts  ,Frontier Developments  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6340,NS,71.0,7.4,2019,Capcom  ,Capcom  ,,0.0,0.0,0.01,0.0,0.01,0.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6341,3DS,71.0,7.6,2011,Namco Bandai  ,Namco Bandai Games  ,7.0,0.1,0.06,0.08,0.01,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6342,XB,71.0,7.3,2005,Majesco  ,Artech Studios  ,,0.04,0.01,0.0,0.0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6343,X360,71.0,6.3,2008,Aksys Games  ,Arc System Works  ,7.0,0.07,0.0,0.01,0.01,0.09,0.18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6344,PS3,71.0,6.2,2011,Square Enix  ,Obsidian Entertainment  ,7.3,0.17,0.13,0.03,0.06,0.39,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6345,PS3,71.0,5.9,2010,EA Sports  ,EA Tiburon  ,,0.22,0.12,0.0,0.06,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6346,NS,71.0,7.6,2020,Bandai Namco Entertainment  ,Tamsoft  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6347,Wii,71.0,8.2,2009,Konami  ,Loose Cannon Studios  ,,0.09,0.0,0.0,0.01,0.1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6348,PC,71.0,7.5,2014,Slitherine  ,Slitherine  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6349,PS3,71.0,6.2,2012,Disney Interactive Studios  ,Unknown  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6350,PS2,71.0,8.2,2004,Capcom  ,Capcom Production Studio 1  ,7.1,0.54,0.35,0.46,0.1,1.45,2.9000000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6351,XB,71.0,7.3,2003,Codemasters  ,Brain in a Jar  ,,0.04,0.01,0.0,0.0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6352,GBA,71.0,8.1,2002,Nintendo  ,Nintendo  ,6.4,0.43,0.16,0.0,0.01,0.61,1.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6353,PC,71.0,7.5,2002,Microsoft Game Studios  ,Blue Fang Games  ,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6354,XB,71.0,7.6,2001,Microsoft  ,Stormfront Studios  ,,0.43,0.12,0.0,0.02,0.57,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6355,N64,71.0,7.5,2001,Nintendo  ,Newcom  ,6.0,0.34,0.07,0.0,0.0,0.42,0.8300000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6356,PC,71.0,6.9,2008,CDV Software Entertainment  ,Ascaron Entertainment  ,,0.0,0.05,0.0,0.01,0.06,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6357,DS,71.0,7.8,2009,Marvelous Interactive  ,Matrix Software  ,7.1,0.11,0.0,0.12,0.01,0.24,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6358,PC,71.0,6.8,2004,The Adventure Company  ,Detalion  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6359,XOne,71.0,7.6,2020,Electronic Arts  ,Final Strike Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6360,PS3,71.0,2.8,2013,Activision  ,Infinity Ward  ,7.5,4.11,4.01,0.39,1.62,10.13,20.260000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6361,PC,71.0,6.6,2002,LucasArts  ,LucasArts  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6362,PS3,71.0,7.2,2015,Atlus  ,Lancarse  ,,0.06,0.01,0.0,0.01,0.08,0.1599999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6363,PS3,71.0,7.0,2012,Vblank Entertainment Inc.  ,Unknown  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6364,PC,71.0,6.6,2018,Humble Bundle  ,Weather Factory  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6365,PS4,71.0,7.1,2014,Warner Bros. Interactive Entertainment  ,TT Fusion  ,6.0,0.26,0.32,0.01,0.11,0.71,1.41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6366,DS,71.0,7.3,2005,Namco  ,Namco  ,6.8,0.16,0.0,0.1,0.01,0.27,0.54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6367,X360,71.0,7.3,2008,Microsoft Game Studios  ,iNiS  ,7.1,0.12,0.56,0.0,0.1,0.77,1.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6368,Wii,71.0,7.8,2010,LucasArts  ,LucasArts  ,7.5,0.53,0.19,0.0,0.06,0.78,1.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6369,DS,71.0,7.8,2006,Namco Bandai  ,Namco Bandai Games America  ,,0.09,0.0,0.0,0.01,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6370,PS4,71.0,6.3,2013,Sony Computer Entertainment  ,HumaNature Studios  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6371,XB,71.0,5.7,2006,2K Sports  ,Kush Games  ,7.3,0.24,0.07,0.0,0.01,0.33,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6372,PC,71.0,7.0,2013,KING Art Games  ,KING Art Games  ,,0.0,0.01,0.0,0.0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6373,PSP,71.0,7.4,2010,Namco Bandai  ,Project ACES  ,7.0,0.06,0.05,0.15,0.03,0.29,0.5800000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6374,GBA,71.0,8.0,2001,Midway Games  ,Ninai Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6375,PSP,71.0,8.0,2011,D3 Publisher  ,Shift  ,7.1,0.03,0.0,0.62,0.0,0.66,1.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6376,PS4,71.0,4.9,2017,Electronic Arts  ,BioWare Corp.  ,,0.58,0.67,0.0,0.25,1.49,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6377,PS2,71.0,8.2,2005,KOEI  ,Koei  ,,0.04,0.03,0.0,0.01,0.09,0.1699999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6378,PC,71.0,5.9,2019,Bigben Interactive  ,Frogwares  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6379,Wii,71.0,8.0,2008,Eidos Interactive  ,Backbone Entertainment  ,7.3,0.1,0.0,0.0,0.01,0.11,0.22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6380,XB,71.0,7.9,2005,Electronic Arts  ,EA Redwood Shores  ,,0.15,0.04,0.0,0.01,0.2,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6381,NS,71.0,7.4,2018,Perfect Hat  ,Perfect Hat  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6382,PC,71.0,7.7,2016,Astragon  ,Urban Games  ,,0.0,0.06,0.0,0.0,0.06,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6383,XB,71.0,8.5,2006,Eidos Interactive  ,Rebellion Developments  ,,0.01,0.0,0.0,0.0,0.02,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6384,X360,71.0,7.7,2007,Electronic Arts  ,EA Redwood Shores  ,6.9,0.54,0.39,0.0,0.11,1.04,2.08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6385,NS,71.0,8.0,2021,Nintendo  ,Nintendo  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6386,NS,71.0,7.4,2018,Hitcents  ,Matt Bitner Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6387,XOne,71.0,6.8,2015,Chainsawesome Games  ,Chainsawesome Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6388,PS4,71.0,6.3,2013,Sony Computer Entertainment  ,SuperVillain Studios  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6389,PC,71.0,7.2,2003,The Adventure Company  ,Microids  ,,0.0,0.01,0.0,0.0,0.02,0.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6390,PS2,71.0,7.6,2002,Electronic Arts  ,Eurocom Entertainment Software  ,,0.9,1.22,0.04,0.44,2.61,5.21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6391,XB,71.0,7.8,2002,Microsoft Game Studios  ,Artoon  ,6.8,0.39,0.15,0.0,0.02,0.56,1.12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6392,XB,71.0,8.7,2002,Atari  ,Pitbull Syndicate  ,,0.35,0.05,0.0,0.02,0.42,0.84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6393,XB,71.0,7.8,2002,Midway Games  ,Point of View  ,,0.25,0.07,0.0,0.01,0.34,0.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6394,PC,71.0,8.2,2000,Bethesda Softworks  ,Akella  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6395,PS,71.0,7.6,2000,Infogrames  ,Circus Freak  ,,0.16,0.11,0.0,0.02,0.29,0.5800000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6396,PSP,71.0,6.2,2011,Square Enix  ,HexaDrive  ,7.0,0.13,0.07,0.27,0.05,0.52,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6397,DS,71.0,8.4,2006,Capcom  ,Capcom  ,6.7,0.11,0.02,0.11,0.01,0.26,0.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6398,PS4,71.0,4.7,2016,Hello Games  ,Hello Games  ,6.8,0.89,0.97,0.04,0.37,2.26,4.529999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6399,PS4,71.0,6.5,2018,Idea Factory International  ,Compile Heart  ,,0.01,0.0,0.03,0.0,0.04,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6400,PS2,71.0,8.1,2007,Nippon Ichi Software  ,Gust  ,7.0,0.0,0.0,0.1,0.0,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6401,PC,71.0,6.1,2004,VU Games  ,"2015, Inc.  ",,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6402,XOne,71.0,4.7,2020,THQ Nordic  ,Gunfire Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6403,PC,71.0,7.4,2017,11 bit studios  ,Pixel Crow  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6404,PC,71.0,5.2,2005,Atari  ,Frontier Developments Inc.  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6405,PC,71.0,6.8,2014,Rebellion Developments  ,Rebellion Developments  ,,0.0,0.01,0.0,0.0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6406,PS2,71.0,7.4,2004,Sony Computer Entertainment  ,Harmonix Music Systems  ,,0.36,0.01,0.0,0.06,0.43,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6407,PC,71.0,5.9,2011,Telltale Games  ,Telltale Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6408,PS4,71.0,6.9,2017,Gaijinworks  ,Media.Vision  ,,0.03,0.0,0.05,0.01,0.09,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6409,X360,71.0,7.0,2006,Sega  ,From Software  ,6.4,0.24,0.0,0.01,0.02,0.28,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6410,PS2,71.0,8.5,2002,Acclaim Entertainment  ,Appaloosa Interactive  ,7.8,0.07,0.05,0.0,0.02,0.14,0.28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6411,3DS,71.0,7.3,2018,Nintendo  ,Creatures Inc.  ,7.1,0.15,0.17,0.12,0.03,0.47,0.94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6412,PC,71.0,7.7,2016,"Massive Damage, Inc.  ","Massive Damage, Inc.  ",,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6413,PC,71.0,5.7,2006,Strategy First  ,AGEOD  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6414,Wii,71.0,8.4,2009,Namco Bandai  ,Namco Bandai Games  ,8.0,0.17,0.0,0.0,0.01,0.18,0.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6415,X360,71.0,7.4,2005,EA Sports  ,EA Sports  ,6.9,0.28,0.0,0.0,0.02,0.31,0.6100000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6416,X360,71.0,6.7,2012,Capcom  ,CyberConnect2  ,,0.17,0.06,0.01,0.02,0.26,0.52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6417,XOne,71.0,4.8,2015,Microsoft Studios  ,Frontier Developments  ,,0.0,0.01,0.0,0.0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6418,PS3,71.0,6.8,2008,LucasArts  ,LucasArts  ,6.8,1.01,0.86,0.0,0.35,2.22,4.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6419,PS4,71.0,6.9,2016,Idea Factory International  ,Compile Heart  ,,0.06,0.0,0.06,0.01,0.14,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6420,PC,71.0,7.7,2006,Aspyr  ,SEK Ost  ,,0.0,0.02,0.0,0.0,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6421,PS4,71.0,7.0,2017,Sony Interactive Entertainment  ,Wish Studio  ,,0.05,0.47,0.0,0.09,0.61,1.22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6422,PS4,71.0,7.1,2016,Bigben Interactive  ,Bigben Interactive  ,,0.05,0.0,0.0,0.01,0.06,0.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6423,NS,71.0,3.3,2018,Electronic Arts  ,EA Sports  ,5.9,0.18,0.47,0.06,0.05,0.75,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6424,PC,71.0,4.6,2018,It's Anecdotal  ,It's Anecdotal  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6425,X360,71.0,7.6,2012,Namco Bandai Games  ,Bugbear Entertainment  ,,0.05,0.05,0.0,0.01,0.11,0.22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6426,PSP,71.0,8.4,2006,Capcom  ,Capcom  ,7.0,0.24,0.04,1.03,0.04,1.34,2.6900000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6427,PS2,71.0,8.3,2005,Valcon Games  ,Jester Interactive  ,,0.33,0.01,0.0,0.05,0.4,0.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6428,PS2,71.0,6.8,2004,Activision  ,"Luxoflux, Inc.  ",6.9,1.12,0.69,0.03,0.02,1.86,3.72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6429,GBA,71.0,8.1,2003,Konami  ,Konami  ,,0.67,0.25,0.0,0.02,0.93,1.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
