fill,Name,Platform,meta_score,meta_UserReview,Year,Genre,Publisher,Developer,vg_critic_score,Global_Sales
1204,South Park: The Fractured But Whole,NS,80,7.8,2018,Role-Playing,Ubisoft  ,Ubisoft San Francisco  ,9.5,140000.0
1205,IL-2 Sturmovik: Birds of Prey,X360,80,8.1,2009,Simulation,505 Games  ,Gaijin Entertainment  ,,510000.0
1206,Tiger Woods PGA Tour 07,X360,80,7.8,2006,Sports,EA Sports  ,EA Redwood Shores  ,8.2,480000.0
1207,Darkstalkers Resurrection,PS3,80,7.4,2013,Fighting,Capcom  ,Iron Galaxy Studios  ,,30000.0
1208,Buzz! Quiz TV,PS3,80,7.2,2008,Misc,Sony Computer Entertainment  ,Relentless Software  ,7.9,880000.0
1209,Goodbye Deponia,PC,80,7.9,2013,Adventure,Daedalic Entertainment  ,Daedalic Entertainment  ,,70000.0
1210,Naruto Shippuden: Ultimate Ninja Storm 4,XOne,80,8.3,2016,Fighting,Namco Bandai Games  ,CyberConnect2  ,,350000.0
1211,Borderlands: The Handsome Collection,XOne,80,8.0,2015,Shooter,2K Games  ,Gearbox Software  ,,680000.0
1212,NCAA Football 10,PS3,80,6.9,2009,Sports,EA Sports  ,EA Tiburon  ,8.1,810000.0
1213,Super Street Fighter IV: Arcade Edition,PS3,80,7.2,2011,Fighting,Capcom  ,Capcom / Dimps Corporation  ,8.1,380000.0
1214,Shin Megami Tensei: Strange Journey,DS,80,4.8,2010,Role-Playing,Atlus  ,Atlus Co.  ,8.0,280000.0
1215,NHL 2003,XB,80,7.4,2002,Sports,EA Sports  ,EA Canada  ,,210000.0
1216,Tiger Woods PGA Tour 12: The Masters,PS3,80,7.2,2011,Sports,EA Sports  ,EA Tiburon  ,,890000.0
1217,Puppeteer,PS3,80,8.4,2013,Platform,Sony Computer Entertainment America  ,SCE Japan Studio  ,,270000.0
1218,Tomb Raider: Legend,X360,80,7.4,2006,Action,Eidos Interactive  ,Crystal Dynamics  ,8.1,370000.0
1219,Tomb Raider: Underworld,PC,80,7.7,2008,Adventure,Eidos Interactive  ,Crystal Dynamics  ,8.0,80000.0
1220,Peter Jackson's King Kong: The Official Game of the Movie,X360,80,7.6,2005,Action,Ubisoft  ,Ubisoft Montpellier  ,7.9,260000.0
1221,Prison Architect,PS4,80,6.9,2016,Simulation,Introversion Software  ,Introversion Software  ,,50000.0
1222,X-Men Legends II: Rise of Apocalypse,PC,80,8.1,2005,Role-Playing,Activision  ,Raven Software  ,7.9,10000.0
1223,Trine,PC,80,8.1,2009,Platform,Nobilis  ,Frozenbyte  ,8.1,10000.0
1224,Dishonored: Definitive Edition,PS4,80,7.7,2015,Action,Bethesda Softworks  ,Arkane Studios  ,,420000.0
1225,Etrian Odyssey V: Beyond the Myth,3DS,80,8.0,2017,Role-Playing,Atlus  ,Atlus  ,7.9,270000.0
1226,Sleeping Dogs,X360,80,8.0,2012,Action-Adventure,Square Enix  ,United Front Games  ,7.9,870000.0
1227,Test Drive Unlimited,PSP,80,7.6,2007,Racing,Atari  ,Melbourne House  ,7.7,510000.0
1228,FIFA Soccer 06,XB,80,7.5,2005,Sports,EA Sports  ,EA Canada  ,,680000.0
1229,MLB 15: The Show,PS4,80,7.7,2015,Sports,Sony Computer Entertainment America  ,SCE San Diego Studio  ,,1010000.0
1230,Monster Hunter Generations Ultimate,NS,80,8.6,2018,Action,Capcom  ,Capcom  ,7.7,720000.0
1231,NBA 2K7,PS3,80,7.7,2006,Sports,2K Sports  ,Visual Concepts  ,8.1,380000.0
1232,Company of Heroes 2,PC,80,2.2,2013,Misc,Sega  ,Relic  ,,340000.0
1233,RiME,PS4,80,7.8,2017,Adventure,Grey Box  ,Tequila Works  ,7.1,110000.0
1234,Red Steel 2,Wii,80,8.5,2010,Shooter,Ubisoft  ,Ubisoft Paris  ,7.8,620000.0
1235,Ninjatown,DS,80,8.4,2008,Strategy,SouthPeak Interactive  ,Venan Entertainment / Cashmere Productions  ,,130000.0
1236,MotoGP '06,X360,80,7.4,2006,Racing,THQ  ,Climax Studios  ,8.3,140000.0
1237,Mega Man 11,NS,80,8.6,2018,Platform,Capcom  ,Capcom  ,8.0,360000.0
1238,Style Savvy: Styling Star,3DS,80,7.8,2017,Simulation,Nintendo  ,syn Sophia  ,8.5,450000.0
1239,Karaoke Revolution,XB,80,6.8,2004,Misc,Konami  ,Secret Level  ,,90000.0
1240,Ultimate Brain Games,GBA,80,8.5,2003,Misc,Telegames  ,Cosmigo  ,,80000.0
1241,Disney's Lilo & Stitch,GBA,80,7.4,2002,Action,Disney Interactive Studios  ,Digital Eclipse  ,8.0,1080000.0
1242,Mat Hoffman's Pro BMX,PS,80,8.3,2001,Sports,Activision  ,Shaba Games  ,,540000.0
1243,MX vs. ATV Unleashed,XB,80,8.3,2005,Racing,THQ  ,Rainbow Studios  ,,400000.0
1244,NHL 14,PS3,80,6.1,2013,Sports,EA Sports  ,EA Canada  ,,570000.0
1245,Danganronpa: Trigger Happy Havoc,PSV,80,8.7,2014,Adventure,NIS America  ,Spike Chunsoft  ,,340000.0
1246,Hyper Light Drifter,PS4,80,7.8,2016,Role-Playing,Rebellion Games  ,Rebellion Games  ,,10000.0
1247,Gravity Rush 2,PS4,80,8.1,2017,Action-Adventure,Sony Interactive Entertainment  ,SIE Japan Studio  ,,350000.0
1248,Far Cry 4,PC,80,6.9,2014,Shooter,Ubisoft  ,Ubisoft Montreal  ,8.5,650000.0
1249,Castlevania: The Dracula X Chronicles,PSP,80,8.2,2007,Platform,Konami  ,Konami  ,8.0,420000.0
1250,NHL 19,PS4,80,5.2,2018,Sports,EA Sports  ,EA Canada  ,,430000.0
1251,Battlefield 2142,PC,80,6.8,2006,Shooter,Electronic Arts  ,Digital Illusions CE  ,,30000.0
1252,Skylanders Giants,WiiU,80,6.2,2012,Misc,Activision  ,Unknown  ,,390000.0
1253,LEGO Rock Band,DS,80,7.9,2009,Misc,Warner Bros. Interactive  ,TT Games / Harmonix Music Systems  ,8.4,450000.0
1254,A Boy and His Blob,Wii,80,8.4,2009,Platform,Majesco  ,WayForward Technologies  ,7.9,210000.0
1255,World of Tanks,PC,80,3.4,2011,Shooter,Wargaming.net  ,Wargaming.net  ,7.8,280000.0
1256,Kelly Slater's Pro Surfer,XB,80,6.8,2002,Sports,Activision  ,Treyarch  ,,100000.0
1257,Pilotwings 64,N64,80,8.1,1996,Simulation,Nintendo  ,Paradigm Entertainment  ,,1120000.0
1258,"Warhammer 40,000: Dawn of War II - Retribution",PC,80,7.7,2011,Strategy,THQ  ,Relic Entertainment  ,7.9,80000.0
1259,NHL 16,XOne,80,6.0,2015,Sports,EA Sports  ,EA Canada  ,,510000.0
1260,Virtua Tennis 3,X360,80,7.0,2007,Sports,Sega  ,Sumo Digital  ,,40000.0
1261,NBA Live 06,PSP,80,7.7,2005,Sports,EA Sports  ,EA Canada  ,8.1,420000.0
1262,Virtua Tennis 3,PS3,80,7.9,2007,Sports,Sega  ,Sega-AM3  ,,1050000.0
1263,Trauma Center: Second Opinion,Wii,80,8.0,2006,Simulation,Atlus  ,Atlus Co.  ,8.2,340000.0
1264,Battlefield 2: Modern Combat,PS2,80,8.4,2005,Shooter,Electronic Arts  ,Digital Illusions  ,7.6,440000.0
1265,Men of War,PC,80,8.0,2009,Strategy,Aspyr  ,Best Way  ,9.0,30000.0
1266,SSX On Tour,PS2,80,7.8,2005,Sports,EA Sports BIG   ,EA Canada  ,,520000.0
1267,Dragon's Dogma: Dark Arisen,XOne,80,7.7,2017,Role-Playing,Capcom  ,Capcom  ,,40000.0
1268,Danganronpa V3: Killing Harmony,PSV,80,7.3,2017,Adventure,NIS America  ,Spike Chunsoft  ,,180000.0
1269,War of the Monsters,PS2,80,8.8,2003,Fighting,Sony Computer Entertainment  ,Incognito Entertainment  ,,540000.0
1270,Incredible Crisis,PS,80,8.0,2000,Action,Titus  ,Polygon Magic  ,,80000.0
1271,Tiger Woods PGA Tour 08,X360,80,7.8,2007,Sports,Electronic Arts  ,EA Tiburon  ,,540000.0
1272,Metro: Last Light,X360,80,8.3,2013,Shooter,Deep Silver  ,4a-games  ,,350000.0
1273,SoulCalibur: Broken Destiny,PSP,80,6.6,2009,Fighting,Namco Bandai  ,Project Soul  ,8.0,510000.0
1274,Lufia: Curse of the Sinistrals,DS,80,7.7,2010,Role-Playing,Natsume  ,Neverland Company  ,7.8,160000.0
1275,Links 2004,XB,80,8.5,2003,Sports,Microsoft Game Studios  ,Indie Built  ,,290000.0
1276,Ultimate Marvel vs. Capcom 3,PSV,80,7.8,2012,Fighting,Capcom  ,Capcom  ,,310000.0
1277,The Sims 4: Cats & Dogs,PC,80,5.0,2017,Simulation,Electronic Arts  ,Maxis  ,,210000.0
1278,FIFA Soccer 09 All-Play,Wii,80,8.3,2008,Sports,Electronic Arts  ,EA Canada  ,,890000.0
1279,Lock's Quest,DS,80,8.3,2008,Strategy,THQ  ,5TH Cell  ,,90000.0
1280,The Last Story,Wii,80,8.5,2012,Role-Playing,Xseed Games  ,Mistwalker Corporation / AQ Interactive  ,,680000.0
1281,F1 2012,PC,80,7.3,2012,Racing,Codemasters  ,Codemasters Birmingham  ,8.8,140000.0
1282,Dragon's Crown Pro,PS4,80,7.9,2018,Role-Playing,Atlus  ,Vanillaware  ,,120000.0
1283,Dragon's Crown Pro,PS4,80,7.9,2018,Role-Playing,Atlus  ,Vanillaware  ,,70000.0
1284,Kingdoms of Amalur: Reckoning,X360,80,7.8,2012,Role-Playing,Electronic Arts  ,38 Studios  ,,870000.0
1285,LEGO Batman: The Videogame,PC,80,7.9,2008,Adventure,Warner Bros. Interactive  ,Traveller's Tales  ,7.4,90000.0
1286,Valkyrie Profile: Lenneth,PSP,80,8.7,2006,Role-Playing,Square Enix  ,tri-Ace  ,8.1,360000.0
1287,MLB Power Pros,PS2,80,8.2,2007,Sports,2K Sports  ,PawaPuro Production  ,,110000.0
1288,The Darkness,PS3,80,7.7,2007,Shooter,2K Games  ,Starbreeze  ,,660000.0
1289,Assassin's Creed: Revelations,PC,80,7.5,2011,Action,Ubisoft  ,Ubisoft Montreal  ,,760000.0
1290,Hot Shots Tennis: Get a Grip,PSP,80,8.2,2010,Sports,Sony Computer Entertainment  ,Clap Hanz  ,8.0,230000.0
1291,Hitman: Contracts,PS2,80,8.1,2004,Shooter,Eidos Interactive  ,IO Interactive  ,,800000.0
1292,Rock 'N Roll Racing,GBA,80,8.8,2003,Racing,Blizzard Entertainment  ,Mass Media  ,,50000.0
1293,Pro Race Driver,XB,80,7.2,2003,Racing,Codemasters  ,Codemasters  ,,40000.0
1294,Baseball Advance,GBA,80,7.8,2002,Sports,THQ  ,Smilebit  ,8.3,130000.0
1295,Oddworld: Munch's Oddysee,XB,80,8.7,2001,Platform,Microsoft  ,Oddworld Inhabitants  ,,730000.0
1296,Ys: The Oath in Felghana,PSP,80,8.5,2010,Role-Playing,Xseed Games  ,Nihon Falcom Corporation  ,8.2,150000.0
1297,Beaterator,PSP,80,7.8,2009,Misc,Rockstar Games  ,Rockstar Leeds  ,7.9,110000.0
1298,Lunar: Silver Star Harmony,PSP,80,8.1,2010,Role-Playing,Xseed Games  ,Game Arts  ,7.9,240000.0
1299,Football Manager 2015,PC,80,6.2,2014,Simulation,Sega  ,Sports Interactive  ,,470000.0
1300,MLB,PSP,80,7.9,2005,Sports,Sony Computer Entertainment  ,989 Sports  ,8.0,240000.0
1301,Pro Evolution Soccer 2014,X360,80,4.2,2013,Sports,Konami Digital Entertainment  ,Konami  ,7.9,250000.0
1302,Dead or Alive 5 Plus,PSV,80,8.0,2013,Fighting,Tecmo Koei  ,Team Ninja  ,8.0,100000.0
1303,NBA Live 10,X360,80,7.7,2009,Sports,EA Sports  ,EA Canada  ,,450000.0
1304,Battlefield 2: Modern Combat,XB,80,8.2,2005,Shooter,Electronic Arts  ,Digtal Illusions  ,7.5,560000.0
1305,Driver: San Francisco,PC,80,7.2,2011,Racing,Ubisoft  ,Ubisoft Reflections  ,8.3,190000.0
1306,Geometry Wars: Galaxies,Wii,80,8.1,2007,Shooter,Sierra Entertainment  ,Kuju Entertainment  ,8.0,120000.0
1307,Hatsune Miku: Project Mirai DX,3DS,80,8.2,2015,Misc,Sega  ,Sega  ,7.5,380000.0
1308,Nobunaga's Ambition: Sphere of Influence,PS4,80,7.6,2015,Strategy,Tecmo Koei  ,Koei  ,,50000.0
1309,Elite: Dangerous,XOne,80,7.0,2017,Simulation,Frontier Developments  ,Frontier Developments  ,,80000.0
1310,NCAA March Madness 2005,XB,80,6.7,2004,Sports,EA Sports  ,EA Canada  ,,280000.0
1311,Amped 2,XB,80,7.7,2003,Sports,Microsoft Game Studios  ,Indie Built  ,,250000.0
1312,Capcom vs. SNK 2 EO,XB,80,8.3,2003,Fighting,Capcom  ,Capcom  ,,100000.0
1313,Gravity Rush Remastered,PS4,80,8.1,2016,Action-Adventure,Sony Computer Entertainment  ,Bluepoint Games  ,7.9,160000.0
1314,Gravity Rush Remastered,PS4,80,8.1,2016,Action-Adventure,Sony Computer Entertainment Europe  ,Bluepoint Games  ,,20000.0
1315,S.T.A.L.K.E.R.: Call of Pripyat,PC,80,8.7,2010,Shooter,Viva Media  ,GSC Game World  ,8.0,60000.0
1316,Karaoke Revolution Party,XB,80,0.0,2005,Misc,Konami  ,Harmonix Music Systems  ,,70000.0
1317,Total War: Attila,PC,80,7.4,2015,Strategy,Sega  ,Creative Assembly  ,,260000.0
1318,Battle Chasers: Nightwar,NS,80,7.9,2018,Role-Playing,THQ Nordic  ,Airship Syndicate  ,8.5,50000.0
1319,Tiger Woods PGA Tour 12: The Masters,X360,80,6.1,2011,Sports,EA Sports  ,EA Tiburon  ,,620000.0
1320,Naruto: The Broken Bond,X360,80,8.0,2008,Action,Ubisoft  ,Ubisoft Montreal  ,7.6,590000.0
1321,Sega Genesis Classics,NS,80,8.4,2018,Misc,Sega  ,Sega  ,,180000.0
1322,Worms: Open Warfare 2,PSP,80,8.0,2007,Strategy,THQ  ,Team17 Software / Two Tribes  ,8.1,450000.0
1323,Resident Evil: Revelations,WiiU,80,7.8,2013,Shooter,Capcom  ,Capcom  ,7.5,220000.0
1324,Enslaved: Odyssey to the West,PS3,80,7.6,2010,Action,Namco Bandai  ,Ninja Theory  ,7.9,560000.0
1325,FlatOut: Ultimate Carnage,X360,80,8.6,2007,Racing,Empire Interactive  ,Bugbear Entertainment  ,,110000.0
1326,Judgment,PS4,80,8.5,2019,Action-Adventure,Sega  ,Sega  ,,220000.0
1327,Zero Escape: Zero Time Dilemma,PS4,80,6.9,2017,Adventure,Rising Star Games  ,Chime  ,,30000.0
1328,Ziggurat,PS4,80,7.0,2016,Shooter,Soedesco  ,Milkstone Studios  ,,10000.0
1329,Microsoft Flight Simulator X,PC,80,7.3,2006,Simulation,Microsoft Game Studios  ,ACES Studio/Microsoft Game Studios  ,,470000.0
1330,Railroad Tycoon 3,PC,80,7.7,2003,Strategy,Gathering of Developers  ,PopTop Software  ,8.8,30000.0
1331,Otogi: Myth of Demons,XB,80,8.7,2003,Action,Sega  ,From Software  ,,130000.0
1332,Sega Soccer Slam,XB,80,8.3,2002,Sports,Sega  ,Black Box Games  ,,50000.0
1333,World of Outlaws: Sprint Cars 2002,PS2,80,8.3,2002,Racing,Infogrames  ,Ratbag  ,,480000.0
1334,Phantasy Star Online Ver. 2,DC,80,8.6,2001,Role-Playing,Sega  ,Sonic Team  ,8.3,190000.0
1335,WWE SmackDown vs. Raw 2009,X360,79,7.0,2008,Fighting,THQ  ,Yuke's Media Creations  ,7.8,920000.0
1336,Skylanders Imaginators,PS4,79,5.8,2016,Platform,Activision  ,Toys for Bob  ,,430000.0
1337,Empire Earth II,PC,79,7.2,2005,Strategy,VU Games  ,Mad Doc Software  ,8.0,30000.0
1338,Hitman: Absolution,PC,79,7.1,2012,Action,Square Enix  ,IO Interactive  ,9.0,220000.0
1339,Test Drive Unlimited,PC,79,8.1,2007,Racing,Atari  ,Eden Studios  ,7.8,20000.0
1340,Yakuza 3,PS3,79,8.2,2010,Adventure,Sega  ,Sega  ,7.9,1120000.0
1341,Kameo: Elements of Power,X360,79,7.9,2005,Adventure,Microsoft Game Studios  ,Rare Ltd.  ,7.7,340000.0
1342,FIFA Soccer,PSV,79,7.2,2012,Misc,EA Sports  ,EA Canada  ,,630000.0
1343,NBA Jam,Wii,79,8.6,2010,Sports,EA Sports  ,EA Canada  ,8.0,410000.0
1344,The King of Fighters XIII,X360,79,8.2,2011,Fighting,Atlus  ,SNK Playmore Corporation  ,,330000.0
1345,Rock Band Unplugged,PSP,79,8.6,2009,Misc,MTV Games  ,Backbone Entertainment / Harmonix Music Systems  ,8.0,500000.0
1346,The Pinball of the Dead,GBA,79,7.2,2002,Misc,THQ  ,Wow Entertainment  ,,60000.0
1347,Shin Megami Tensei: Devil Survivor 2,DS,79,3.6,2012,Role-Playing,Atlus  ,Atlus Co.  ,,310000.0
1348,R-Type Final,PS2,79,8.5,2004,Shooter,Eidos Interactive  ,Irem Software Engineering  ,8.1,190000.0
1349,Hunter: The Reckoning,XB,79,8.0,2002,Action,Interplay  ,High Voltage Software  ,7.8,380000.0
1350,Brothers in Arms: Hell's Highway,PC,79,7.7,2008,Shooter,Ubisoft  ,Gearbox Software  ,6.0,20000.0
1351,Banjo-Kazooie: Nuts & Bolts,X360,79,6.6,2008,Platform,Microsoft Game Studios  ,Rare Ltd.  ,8.0,760000.0
1352,Star Wars: Empire at War,PC,79,8.3,2006,Strategy,LucasArts  ,Petroglyph Games  ,,80000.0
1353,EA Sports MMA,X360,79,8.0,2010,Fighting,EA Sports  ,EA Tiburon  ,7.7,350000.0
1354,A Way Out,XOne,79,7.8,2018,Action,Electronic Arts  ,Hazelight  ,8.1,240000.0
1355,NHL 07,X360,79,5.3,2006,Sports,EA Sports  ,EA Canada  ,8.0,270000.0
1356,Silent Hunter: Wolves of the Pacific,PC,79,7.1,2007,Simulation,Ubisoft  ,Ubisoft Romania  ,,40000.0
1357,Rock Band 4,XOne,79,6.5,2015,Music,Harmonix Music Systems  ,Harmonix Music Systems  ,,750000.0
1358,1701 A.D.,PC,79,7.7,2006,Simulation,Aspyr  ,Related Designs  ,7.7,290000.0
1359,Otogi 2: Immortal Warriors,XB,79,8.8,2004,Action,Sega  ,From Software  ,,50000.0
1360,Euro Truck Simulator 2,PC,79,8.7,2013,Simulation,SCS Software  ,SCS Software  ,8.5,140000.0
1361,Eternal Sonata,X360,79,8.0,2007,Role-Playing,Namco Bandai  ,Tri-Crescendo  ,7.9,320000.0
1362,NCAA Football 07,X360,79,7.0,2006,Sports,Electronic Arts  ,Electronic Arts  ,8.0,730000.0
1363,NFL Fever 2002,XB,79,8.3,2001,Sports,Microsoft  ,Microsoft  ,,990000.0
1364,echochrome,PSP,79,7.9,2008,Puzzle,Sony Computer Entertainment  ,SCE Japan Studio  ,7.6,90000.0
1365,The Evil Within,XOne,79,7.5,2014,Misc,Bethesda Softworks  ,Tango Gameworks  ,7.9,690000.0
1366,Gun,XB,79,7.5,2005,Shooter,Activision  ,Neversoft Entertainment  ,,520000.0
1367,Worms Reloaded,PC,79,6.9,2010,Strategy,Team17 Software  ,Team17 Software  ,8.5,50000.0
1368,MX vs. ATV Unleashed,PS2,79,8.5,2005,Racing,THQ  ,Rainbow Studios  ,,1030000.0
1369,Tropico 3,PC,79,8.1,2009,Strategy,Kalypso  ,Haemimont Games  ,8.1,40000.0
1370,NHL 2K10,Wii,79,6.8,2009,Sports,2K Sports  ,Visual Concepts  ,8.2,350000.0
1371,GrimGrimoire,PS2,79,9.7,2007,Strategy,NIS America  ,Vanillaware  ,7.7,50000.0
1372,Trauma Center: Under the Knife 2,DS,79,8.4,2008,Simulation,Atlus  ,Atlus Co.  ,8.2,110000.0
1373,Runaway: A Twist of Fate,PC,79,7.9,2009,Adventure,Focus Home Interactive  ,Pendulo Studios  ,,40000.0
1374,La Pucelle: Tactics,PS2,79,8.7,2004,Role-Playing,Mastiff  ,Nippon Ichi Software  ,,190000.0
1375,Transformers: Fall of Cybertron,X360,79,8.5,2012,Action,Activision  ,High Moon Studios  ,,440000.0
1376,Wipeout 2048,PSV,79,8.2,2012,Racing,Sony Computer Entertainment  ,Studio Liverpool  ,,380000.0
1377,The Legend of Heroes: Trails in the Sky,PSP,79,8.3,2011,Role-Playing,Xseed Games  ,Nihon Falcom Corporation  ,8.1,100000.0
1378,NHL Hitz Pro,PS2,79,8.4,2003,Sports,Midway Games  ,Next Level Games  ,,190000.0
1379,Chessmaster,PS2,79,7.5,2003,Misc,Ubisoft  ,Ubisoft Romania  ,,390000.0
1380,MLB 10: The Show,PSP,79,6.8,2010,Sports,Sony Computer Entertainment  ,SCEA San Diego Studios  ,7.0,210000.0
1381,Street Fighter Alpha Anthology,PS2,79,8.3,2006,Fighting,Capcom  ,Capcom Production Studio 2  ,,240000.0
1382,NBA Live 06,XB,79,6.4,2005,Sports,EA Sports  ,EA Canada  ,,640000.0
1383,Payday 2,PC,79,3.8,2013,Shooter,505 Games  ,Overkill Software  ,,50000.0
1384,Virtua Tennis 3,PSP,79,7.8,2007,Sports,Sega  ,Sumo Digital  ,,50000.0
1385,Castlevania: Lament of Innocence,PS2,79,8.6,2003,Action,Konami  ,Konami Computer Entertainment Tokyo  ,8.1,940000.0
1386,Midnight Club: LA Remix,PSP,79,8.5,2008,Racing,Rockstar Games  ,Rockstar London  ,7.7,990000.0
1387,NASCAR 06: Total Team Control,XB,79,5.1,2005,Racing,EA Sports  ,EA Tiburon  ,,270000.0
1388,Quantum Conundrum,PS3,79,7.2,2012,Misc,Square Enix  ,Unknown  ,,10000.0
1389,Ys Seven,PSP,79,8.5,2010,Role-Playing,Xseed Games  ,Nihon Falcom Corporation  ,7.6,230000.0
1390,Winning Eleven: Pro Evolution Soccer 2007,X360,79,6.5,2007,Sports,Konami  ,Konami Computer Entertainment Tokyo  ,,100000.0
1391,The New York Times Crosswords,DS,79,6.7,2007,Puzzle,Majesco  ,BudCat Creations  ,,450000.0
1392,The Lord of the Rings: The Battle for Middle-Earth II,X360,79,8.1,2006,Strategy,Electronic Arts  ,EA Los Angeles  ,8.0,50000.0
1393,Split/Second,PC,79,7.9,2010,Racing,Disney Interactive Studios  ,Black Rock Studio  ,,40000.0
1394,MTV Music Generator 3: This Is the Remix,XB,79,5.4,2004,Misc,Codemasters  ,Mix Max  ,,80000.0
1395,Tak and the Power of Juju,GBA,79,8.2,2003,Platform,THQ  ,Avalanche Software  ,,550000.0
1396,Dynasty Tactics,PS2,79,8.2,2002,Strategy,KOEI  ,Koei  ,,290000.0
1397,Giants: Citizen Kabuto,PS2,79,7.1,2001,Shooter,Interplay  ,Digital Mayhem  ,,60000.0
1398,Parasite Eve II,PS,79,8.8,2000,Role-Playing,Square EA  ,SquareSoft  ,7.4,580000.0
1399,For Honor,XOne,79,5.8,2017,Action,Ubisoft  ,Ubisoft Montreal  ,,870000.0
1400,Stella Glow,3DS,79,8.5,2015,Role-Playing,Atlus  ,imageepoch Inc.  ,7.5,260000.0
1401,Pro Evolution Soccer 2012,Wii,79,7.4,2011,Sports,Konami  ,Konami  ,,210000.0
1402,Alien: Isolation,PS4,79,8.3,2014,Adventure,Sega  ,Creative Assembly  ,,1090000.0
1403,GRID,DS,79,8.1,2008,Racing,Codemasters  ,Codemasters  ,7.9,50000.0
1404,Ultimate Marvel vs. Capcom 3,X360,79,6.6,2011,Fighting,Capcom  ,Capcom  ,8.3,70000.0
1405,Catherine,PS3,79,8.3,2011,Puzzle,Atlus  ,Atlus  ,7.9,710000.0
1406,Crash Bandicoot N. Sane Trilogy,XOne,79,7.9,2018,Platform,Activision  ,Vicarious Visions  ,,650000.0
1407,Street Fighter Anniversary Collection,XB,79,7.0,2005,Fighting,Capcom  ,Capcom  ,,150000.0
1408,Driver: San Francisco,PS3,79,7.7,2011,Racing,Ubisoft  ,Ubisoft Reflections  ,8.2,950000.0
1409,Trials Fusion,PS4,79,7.1,2014,Misc,Ubisoft  ,Unknown  ,,430000.0
1410,Prototype 2,PS3,79,6.8,2012,Action,Activision  ,Radical Entertainment  ,,770000.0
1411,Final Fantasy XIII-2,X360,79,6.4,2012,Role-Playing,Square Enix  ,Square Enix  ,,730000.0
1412,Killing Floor 2,XOne,79,5.1,2017,Shooter,Tripwire Interactive  ,Tripwire Interactive  ,,60000.0
1413,Monster Tale,DS,79,8.0,2011,Platform,Majesco  ,DreamRift  ,7.7,60000.0
1414,Tiger Woods PGA Tour 07,PS2,79,6.0,2006,Sports,EA Sports  ,EA Redwood Shores  ,7.8,720000.0
1415,MTV Music Generator 3: This Is the Remix,PS2,79,7.9,2004,Misc,Codemasters  ,Mix Max  ,,140000.0
1416,Activision Anthology,GBA,79,6.0,2003,Misc,Activision  ,Aspyr  ,8.0,50000.0
1417,Gladius,XB,79,8.3,2003,Strategy,LucasArts  ,LucasArts  ,,140000.0
1418,Aqua Aqua,PS2,79,0.0,2001,Puzzle,3DO  ,Zed Two Limited  ,,110000.0
1419,Pro Evolution Soccer 2019,PS4,79,6.4,2018,Sports,Konami  ,Konami  ,,500000.0
1420,Tom Clancy's The Division,PC,79,6.0,2016,Shooter,Ubisoft  ,Massive Entertainment  ,,480000.0
1421,Metroid Prime Pinball,DS,79,7.9,2005,Misc,Nintendo  ,Fuse Games Limited  ,7.6,260000.0
1422,Mega Man & Bass,GBA,79,8.8,2003,Platform,Capcom  ,Capcom  ,,230000.0
1423,F.E.A.R. 2: Project Origin,PS3,79,7.9,2009,Shooter,Warner Bros. Interactive  ,Monolith Productions  ,8.2,470000.0
1424,FlatOut: Ultimate Carnage,PC,79,7.7,2008,Racing,Empire Interactive  ,Bugbear Entertainment  ,,10000.0
1425,Ghostbusters: The Video Game,X360,79,8.5,2009,Action,Atari  ,Terminal Reality  ,7.7,620000.0
1426,Just Dance 2014,X360,79,7.9,2013,Music,Ubisoft  ,Ubisoft Paris  ,7.6,1030000.0
1427,Fire Pro Wrestling World,PS4,79,7.6,2018,Fighting,Spike Chunsoft  ,Spike Chunsoft  ,,120000.0
1428,Guitar Hero III: Legends of Rock,PC,79,7.6,2007,Misc,Aspyr  ,Aspyr  ,,20000.0
1429,Golden Sun: Dark Dawn,DS,79,8.2,2010,Role-Playing,Nintendo  ,Camelot Software Planning  ,8.0,810000.0
1430,MLB 09: The Show,PS2,79,6.9,2009,Sports,Sony Computer Entertainment  ,SCE San Diego Studio  ,,330000.0
1431,NHL 2K7,PS3,79,6.6,2006,Sports,2K Sports  ,2K Sports  ,8.2,130000.0
1432,Prey,X360,79,7.4,2006,Shooter,2K Games  ,Venom Games / Human Head Studios  ,8.2,320000.0
1433,Armed and Dangerous,XB,79,7.0,2003,Shooter,LucasArts  ,Planet Moon Studios  ,,130000.0
1434,Metal Slug Advance,GBA,79,8.6,2004,Shooter,SNK  ,Noise Factory  ,,80000.0
1435,Buffy the Vampire Slayer,XB,79,7.8,2002,Action,Electronic Arts  ,Double Helix Games  ,,230000.0
1436,Wolfenstein: The New Order,XOne,79,7.8,2014,Shooter,Bethesda Softworks  ,MachineGames  ,,750000.0
1437,Dragon Age II,X360,79,4.6,2011,Role-Playing,Electronic Arts  ,BioWare Corp.  ,8.0,1120000.0
1438,NCAA Football 13,PS3,79,4.1,2012,Sports,EA Sports  ,EA Tiburon  ,7.1,930000.0
1439,Tales of Vesperia,X360,79,8.9,2008,Role-Playing,Namco Bandai  ,Namco Tales Studio  ,8.1,740000.0
1440,Tiger Woods PGA Tour 08,PS3,79,6.6,2007,Sports,Electronic Arts  ,EA Redwood Shores  ,,730000.0
1441,Uru: Ages Beyond Myst,PC,79,7.1,2003,Adventure,Ubisoft  ,Cyan Worlds  ,,20000.0
