,Name,Platform,meta_score,meta_UserReview,Year,Genre,Publisher,Developer,vg_critic_score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
2643,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,81.0,9.0,2007,Adventure,Capcom  ,Capcom  ,7.9,0.5477225575051661,0.17320508075688773,0.5,0.17320508075688773,0.7874007874011811
2645,Steins;Gate 0,PS4,81.0,8.1,2016,Adventure,PQube  ,5pb. Inc.  ,,0.0,0.0,0.2645751311064591,0.0,0.2645751311064591
2646,F1 2012,PS3,81.0,7.5,2012,Racing,Codemasters  ,Codemasters Birmingham  ,7.9,0.34641016151377546,0.806225774829855,0.22360679774997896,0.4242640687119285,1.004987562112089
2648,Hatsune Miku: Project Diva F 2nd,PSV,81.0,8.6,2014,Music,Sega  ,Sega  ,,0.282842712474619,0.22360679774997896,0.4,0.2,0.565685424949238
2649,FIFA Soccer 2005,XB,81.0,8.4,2004,Sports,EA Sports  ,EA Canada  ,,0.5744562646538028,0.7745966692414834,0.0,0.2,0.9848857801796105
2650,Harvest Moon: Friends of Mineral Town,GBA,81.0,8.7,2003,Simulation,Natsume  ,TOSE Software  ,7.6,0.5830951894845301,0.36055512754639896,0.33166247903553997,0.1,0.7681145747868608
2651,MVP Baseball 2003,PS2,81.0,8.3,2003,Sports,EA Sports  ,EA Sports  ,,0.714142842854285,0.6324555320336759,0.0,0.36055512754639896,1.019803902718557
2653,Dishonored: Death of the Outsider,PC,81.0,7.0,2017,Action,Bethesda Softworks  ,Arkane Studios  ,,0.1,0.17320508075688773,0.0,0.0,0.2
2655,Redout,PS4,81.0,7.6,2017,Racing,505 Games  ,Nicalis  ,,0.1414213562373095,0.0,0.0,0.0,0.1414213562373095
2656,Sniper Elite 4,XOne,81.0,7.4,2017,Shooter,Rebellion Developments  ,Rebellion Developments  ,,0.4242640687119285,0.3,0.0,0.17320508075688773,0.5477225575051661
2657,Dungeon Defenders,PC,81.0,7.3,2011,Role-Playing,Trendy Entertainment  ,Trendy Entertainment  ,8.3,0.1414213562373095,0.0,0.0,0.0,0.1414213562373095
2660,Etrian Odyssey Nexus,3DS,81.0,6.7,2019,Role-Playing,Atlus  ,Atlus  ,,0.0,0.0,0.33166247903553997,0.0,0.33166247903553997
2665,OutRun 2006: Coast 2 Coast,PS2,81.0,8.5,2006,Racing,Sega  ,Sumo Digital  ,,0.1414213562373095,0.1,0.1,0.0,0.22360679774997896
2666,Subnautica,XOne,81.0,8.3,2018,Adventure,Gearbox Software  ,Unknown Worlds Entertainment  ,,0.2449489742783178,0.0,0.0,0.1,0.2645751311064591
2668,God of War III Remastered,PS4,81.0,8.2,2015,Action,Sony Computer Entertainment  ,SCEA Santa Monica Studio  ,,0.6324555320336759,0.5744562646538028,0.1414213562373095,0.3872983346207417,0.9433981132056604
2669,God of War III Remastered,PS4,81.0,8.2,2015,Action,Sony Computer Entertainment Europe  ,SCEA Santa Monica Studio  ,,0.0,0.1414213562373095,0.0,0.0,0.17320508075688773
2670,Super Monkey Ball Deluxe,XB,81.0,7.8,2005,Misc,Sega  ,Sega  ,,0.33166247903553997,0.17320508075688773,0.0,0.1,0.3872983346207417
2672,Age of Empires III: The Asian Dynasties,PC,81.0,8.3,2007,Strategy,Microsoft Game Studios  ,Big Huge Games  ,,0.0,0.22360679774997896,0.0,0.1,0.2449489742783178
2673,MLB 2006,PS2,81.0,8.6,2005,Sports,Sony Computer Entertainment  ,989 Sports  ,,0.5744562646538028,0.1,0.0,0.22360679774997896,0.6324555320336759
2677,Prince of Persia,X360,81.0,7.1,2008,Adventure,Ubisoft  ,Ubisoft Montreal  ,8.2,0.7348469228349535,0.5830951894845301,0.1414213562373095,0.31622776601683794,1.004987562112089
2680,Darksiders: Warmastered Edition,PS4,81.0,7.8,2016,Action-Adventure,THQ Nordic  ,Kaiko  ,,0.2645751311064591,0.1414213562373095,0.0,0.1414213562373095,0.33166247903553997
2681,FIFA 16,PC,81.0,4.6,2015,Sports,EA Sports  ,EA Canada  ,8.5,0.2645751311064591,0.36055512754639896,0.0,0.1414213562373095,0.458257569495584
2682,NFL Street,XB,81.0,8.8,2004,Sports,EA Sports BIG   ,EA Tiburon  ,,0.7,0.3872983346207417,0.0,0.1414213562373095,0.812403840463596
2684,Tom Clancy's Ghost Recon: Island Thunder,XB,81.0,7.8,2003,Shooter,Ubisoft  ,Red Storm Entertainment  ,,0.7810249675906654,0.4898979485566356,0.0,0.17320508075688773,0.9327379053088815
2686,F1 2002,PS2,81.0,6.4,2002,Racing,EA Sports  ,Visual Sciences Ltd.  ,,0.22360679774997896,0.2,0.1414213562373095,0.1,0.34641016151377546
2687,Mega Man Battle Network 2,GBA,81.0,8.7,2002,Role-Playing,Capcom  ,Capcom  ,,0.0,0.0,0.7348469228349535,0.0,0.7348469228349535
2688,Mega Man Battle Network 2,GBA,81.0,8.7,2002,Action,Ubisoft  ,Capcom  ,,0.469041575982343,0.282842712474619,0.0,0.1,0.5567764362830022
2689,Breath of Fire II,GBA,81.0,8.3,2002,Role-Playing,Capcom  ,Capcom  ,8.6,0.37416573867739417,0.22360679774997896,0.0,0.0,0.43588989435406733
2692,Sid Meier's Civilization Revolution,DS,80.0,7.8,2008,Strategy,2K Games  ,Firaxis  ,8.2,0.6082762530298219,0.17320508075688773,0.1414213562373095,0.17320508075688773,0.6708203932499369
2695,Ultimate Marvel vs. Capcom 3,PS3,80.0,6.6,2011,Fighting,Capcom  ,Capcom  ,,0.0,0.2,0.2,0.1,0.31622776601683794
2698,The Legend of Heroes: Trails of Cold Steel II,PSV,80.0,8.3,2016,Role-Playing,Xseed Games  ,Nihon Falcom Corporation  ,,0.2449489742783178,0.2,0.36055512754639896,0.17320508075688773,0.5099019513592785
2700,Shantae: Half-Genie Hero,WiiU,80.0,8.4,2016,Platform,WayForward Technologies  ,Way Forward Technologies  ,,0.22360679774997896,0.0,0.0,0.1,0.2449489742783178
2705,Disgaea 5: Alliance of Vengeance,PS4,80.0,8.2,2015,Role-Playing,NIS America  ,Nippon Ichi Software  ,,0.3872983346207417,0.282842712474619,0.2645751311064591,0.22360679774997896,0.5916079783099616
2708,Darksiders: Warmastered Edition,XOne,80.0,8.1,2016,Action-Adventure,THQ Nordic  ,Kaiko  ,,0.2,0.0,0.0,0.0,0.2
2714,Ace Combat 6: Fires of Liberation,X360,80.0,8.0,2007,Simulation,Namco Bandai  ,Namco Bandai Games  ,8.1,0.8306623862918074,0.2,0.469041575982343,0.2645751311064591,1.004987562112089
2716,Sleeping Dogs,PC,80.0,8.2,2012,Action-Adventure,Square Enix  ,United Front Games  ,8.5,0.2449489742783178,0.22360679774997896,0.0,0.1,0.34641016151377546
2717,LEGO Dimensions,XOne,80.0,7.1,2015,Action,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,0.6855654600401044,0.4242640687119285,0.0,0.2645751311064591,0.848528137423857
2718,Bully: Scholarship Edition,X360,80.0,8.3,2008,Action,Rockstar Games  ,Rockstar Vancouver/Mad Doc Software  ,8.1,0.7280109889280518,0.648074069840786,0.17320508075688773,0.33166247903553997,1.044030650891055
2722,Soul Reaver 2,PS2,80.0,8.5,2001,Adventure,Eidos Interactive  ,Crystal Dynamics  ,,0.5196152422706632,0.458257569495584,0.0,0.2645751311064591,0.7416198487095663
2723,The Chronicles of Riddick: Assault on Dark Athena,PS3,80.0,8.0,2009,Shooter,Atari  ,Starbreeze Studios AB  ,8.0,0.34641016151377546,0.3,0.0,0.2,0.5
2725,Metal Gear Solid V: Ground Zeroes,PC,80.0,7.6,2014,Action-Adventure,Konami Digital Entertainment  ,Kojima Productions  ,8.5,0.0,0.1,0.0,0.0,0.1
2726,Trials Fusion,PC,80.0,6.9,2014,Racing,Ubisoft  ,"RedLynx, Ltd.  ",,0.0,0.17320508075688773,0.0,0.0,0.17320508075688773
2727,Syberia II,PC,80.0,8.4,2004,Adventure,The Adventure Company  ,Microids  ,7.5,0.0,0.1,0.0,0.0,0.1414213562373095
2728,Shenmue II,XB,80.0,8.9,2002,Adventure,Microsoft  ,Sega-AM2  ,7.9,0.469041575982343,0.282842712474619,0.0,0.1,0.565685424949238
2729,Tiger Woods PGA Tour 2002,PS2,80.0,7.6,2002,Sports,EA Sports  ,EA Sports  ,,0.6633249580710799,0.5916079783099616,0.0,0.34641016151377546,0.9486832980505138
2735,Jet Force Gemini,N64,80.0,8.7,1999,Shooter,Rare  ,Rare Ltd.  ,8.1,0.8831760866327847,0.5291502622129182,0.2645751311064591,0.1414213562373095,1.0770329614269007
2736,Star Ocean: The Second Story,PS,80.0,8.5,1999,Role-Playing,Sony Computer Entertainment  ,tri-Ace  ,8.2,0.5099019513592785,0.31622776601683794,0.848528137423857,0.1414213562373095,1.0488088481701516
2737,Sid Meier's Pirates!,XB,80.0,6.4,2005,Strategy,2K Games  ,Firaxis Games  ,,0.33166247903553997,0.17320508075688773,0.0,0.1,0.37416573867739417
2738,Tyranny,PC,80.0,7.8,2016,Role-Playing,Paradox Interactive   ,Obsidian Entertainment  ,,0.0,0.1414213562373095,0.0,0.0,0.1414213562373095
2739,Gitaroo Man Lives!,PSP,80.0,8.4,2006,Misc,KOEI  ,iNiS  ,,0.17320508075688773,0.0,0.0,0.0,0.2
2740,Football Manager 2017,PC,80.0,5.4,2016,Simulation,Sega  ,Sports Interactive  ,,0.0,0.5567764362830022,0.0,0.1414213562373095,0.5744562646538028
2746,Tiger Woods PGA Tour 06,PSP,80.0,7.9,2005,Sports,EA Sports  ,EA Sports  ,8.0,0.4242640687119285,0.0,0.0,0.1,0.4472135954999579
2747,Age of Empires: The Age of Kings,DS,80.0,8.0,2006,Strategy,Majesco  ,Backbone Entertainment  ,,0.4242640687119285,0.1414213562373095,0.0,0.1414213562373095,0.469041575982343
2752,GRID 2,PC,80.0,5.8,2013,Misc,Codemasters  ,Unknown  ,,0.0,0.2449489742783178,0.0,0.0,0.2449489742783178
2753,The Evil Within 2,PC,80.0,8.8,2017,Action,Bethesda Softworks  ,Tango Gameworks  ,,0.1414213562373095,0.17320508075688773,0.0,0.0,0.22360679774997896
2756,Metal Slug Anthology,PS2,80.0,8.7,2007,Shooter,SNK Playmore  ,Terminal Reality  ,,0.0,0.0,0.1,0.0,0.1
2760,WWE SmackDown vs. Raw 2010,X360,80.0,8.2,2009,Fighting,THQ  ,JAKKS Pacific  ,8.2,0.7483314773547883,0.6082762530298219,0.1,0.31622776601683794,1.019803902718557
2761,Final Fantasy Tactics A2: Grimoire of the Rift,DS,80.0,8.8,2008,Role-Playing,Square Enix  ,Square Enix  ,8.1,0.6164414002968976,0.17320508075688773,0.5477225575051661,0.2,0.8660254037844386
2764,Pro Evolution Soccer 2013,PC,80.0,7.1,2012,Sports,Konami Digital Entertainment  ,Konami  ,,0.0,0.2645751311064591,0.0,0.1,0.282842712474619
2765,Tiger Woods PGA Tour 10,X360,80.0,6.9,2009,Sports,EA Sports  ,EA Tiburon  ,8.3,0.6244997998398398,0.4472135954999579,0.0,0.2449489742783178,0.806225774829855
2767,Hot Shots Golf Fore!,PS2,80.0,8.4,2004,Sports,Sony Computer Entertainment  ,Clap Hanz  ,,0.6782329983125268,0.6,0.0,0.34641016151377546,0.9695359714832658
2774,Subnautica,PS4,80.0,7.5,2018,Adventure,Gearbox Software  ,Unknown Worlds Entertainment  ,,0.2645751311064591,0.17320508075688773,0.0,0.1414213562373095,0.34641016151377546
2777,Eternal Sonata,PS3,80.0,7.9,2008,Role-Playing,Namco Bandai  ,Tri-Crescendo  ,8.3,0.43588989435406733,0.34641016151377546,0.2645751311064591,0.22360679774997896,0.6633249580710799
2778,Dungeon Siege II,PC,80.0,7.8,2005,Role-Playing,Microsoft Game Studios  ,Gas Powered Games  ,,0.0,0.1414213562373095,0.0,0.0,0.1414213562373095
2779,Street Fighter Alpha 3 MAX,PSP,80.0,8.2,2006,Fighting,Capcom  ,Capcom  ,7.8,0.5196152422706632,0.1,0.1414213562373095,0.17320508075688773,0.5744562646538028
2780,Dead Island,PC,80.0,6.9,2011,Action,Deep Silver  ,Techland  ,7.1,0.34641016151377546,0.2645751311064591,0.0,0.1414213562373095,0.469041575982343
2781,BlazBlue: Chrono Phantasma Extend,PS4,80.0,7.6,2015,Fighting,Aksys Games  ,Arc System Works  ,,0.282842712474619,0.2,0.1414213562373095,0.1414213562373095,0.4
2784,The Mark of Kri,PS2,80.0,7.6,2002,Action,Sony Computer Entertainment  ,SCE San Diego Studio  ,,0.469041575982343,0.4242640687119285,0.0,0.2449489742783178,0.6782329983125268
2785,Broken Sword: The Shadow of the Templars,GBA,80.0,8.5,2002,Adventure,BAM! Entertainment  ,Revolution Software Ltd.  ,8.1,0.2,0.1414213562373095,0.0,0.0,0.2449489742783178
2790,Yakuza Kiwami,PS4,80.0,7.9,2017,Adventure,Sega  ,Sega  ,,0.36055512754639896,0.2645751311064591,0.458257569495584,0.2,0.6708203932499369
2791,Condemned 2: Bloodshot,X360,80.0,8.4,2008,Adventure,Sega  ,Monolith Productions  ,8.2,0.6164414002968976,0.43588989435406733,0.0,0.2449489742783178,0.7937253933193772
2792,Shin Megami Tensei: Strange Journey Redux,3DS,80.0,4.5,2018,Role-Playing,Atlus  ,Atlus  ,,0.282842712474619,0.1,0.31622776601683794,0.1,0.4472135954999579
2794,Driver: San Francisco,X360,80.0,7.7,2011,Racing,Ubisoft  ,Ubisoft Reflections  ,8.1,0.5,0.6082762530298219,0.0,0.2645751311064591,0.8366600265340756
2796,Sine Mora EX,XOne,80.0,8.1,2017,Action,THQ Nordic  ,Digital Reality  ,,0.17320508075688773,0.0,0.0,0.0,0.2
2805,Metro: Last Light,PS3,80.0,8.1,2013,Shooter,Deep Silver  ,4a-games  ,,0.37416573867739417,0.458257569495584,0.17320508075688773,0.2645751311064591,0.6633249580710799
2810,Assassin's Creed III,PC,80.0,6.4,2012,Action-Adventure,Ubisoft  ,Ubisoft Montreal  ,8.6,0.5291502622129182,0.7348469228349535,0.0,0.2645751311064591,0.9433981132056604
2814,The Chronicles of Riddick: Assault on Dark Athena,PC,80.0,7.8,2009,Shooter,Atari  ,Starbreeze Studios AB  ,8.0,0.0,0.1,0.0,0.0,0.1
2816,NBA Street Homecourt,X360,80.0,7.8,2007,Sports,EA Sports  ,EA Canada  ,,0.6708203932499369,0.1,0.0,0.2,0.7071067811865476
2817,Disgaea 4: A Promise Unforgotten,PS3,80.0,8.7,2011,Role-Playing,NIS America  ,Nippon Ichi Software  ,7.9,0.5196152422706632,0.33166247903553997,0.37416573867739417,0.2449489742783178,0.7615773105863908
2819,Tokyo Mirage Sessions #FE,WiiU,80.0,7.9,2016,Role-Playing,Nintendo  ,Atlus  ,8.0,0.41231056256176607,0.2449489742783178,0.282842712474619,0.1414213562373095,0.5744562646538028
2822,Mega Man Anniversary Collection,XB,80.0,8.7,2005,Platform,Capcom  ,Atomic Planet Entertainment  ,,0.31622776601683794,0.17320508075688773,0.0,0.0,0.36055512754639896
2823,Pro Evolution Soccer 2008,PSP,80.0,6.6,2008,Sports,Konami  ,Konami  ,7.8,0.1414213562373095,0.7280109889280518,0.43588989435406733,0.5,0.9899494936611666
2825,The Darkness II,X360,80.0,7.6,2012,Shooter,2K Games  ,Digital Extremes  ,,0.5,0.33166247903553997,0.0,0.17320508075688773,0.6324555320336759
2829,The King of Fighters EX2: Howling Blood,GBA,80.0,8.1,2003,Fighting,Atlus  ,Marvelous Interactive  ,7.9,0.2449489742783178,0.1414213562373095,0.0,0.0,0.282842712474619
2831,Wakeboarding Unleashed Featuring Shaun Murray,XB,80.0,7.4,2003,Sports,Activision  ,Shaba Games  ,,0.2,0.1,0.0,0.0,0.22360679774997896
2833,Capcom vs. SNK,DC,80.0,8.6,2000,Fighting,Capcom  ,Capcom  ,8.8,0.0,0.0,0.469041575982343,0.0,0.469041575982343
2834,Starcraft 64,N64,80.0,7.8,2000,Strategy,Nintendo  ,Mass Media  ,8.0,0.36055512754639896,0.17320508075688773,0.0,0.0,0.4
2835,Final Fantasy Anthology,PS,80.0,8.6,1999,Role-Playing,Square EA  ,SquareSoft  ,8.6,0.6708203932499369,0.5477225575051661,0.0,0.22360679774997896,0.8944271909999159
2838,Trials Fusion,XOne,80.0,7.1,2015,Racing,Ubisoft  ,RedLynx  ,,0.34641016151377546,0.31622776601683794,0.0,0.1414213562373095,0.5
2840,Xenoblade Chronicles 2: Torna ~ The Golden Country,NS,80.0,8.7,2018,Role-Playing,Nintendo  ,Monolith Soft  ,7.5,0.282842712474619,0.22360679774997896,0.1414213562373095,0.1,0.4
2844,South Park: The Fractured But Whole,NS,80.0,7.8,2018,Role-Playing,Ubisoft  ,Ubisoft San Francisco  ,9.5,0.282842712474619,0.22360679774997896,0.0,0.1,0.37416573867739417
2845,IL-2 Sturmovik: Birds of Prey,X360,80.0,8.1,2009,Simulation,505 Games  ,Gaijin Entertainment  ,,0.47958315233127197,0.47958315233127197,0.0,0.22360679774997896,0.714142842854285
2847,Tiger Woods PGA Tour 07,X360,80.0,7.8,2006,Sports,EA Sports  ,EA Redwood Shores  ,8.2,0.6633249580710799,0.0,0.0,0.2,0.6928203230275509
2849,Darkstalkers Resurrection,PS3,80.0,7.4,2013,Fighting,Capcom  ,Iron Galaxy Studios  ,,0.0,0.0,0.17320508075688773,0.0,0.17320508075688773
2851,Buzz! Quiz TV,PS3,80.0,7.2,2008,Misc,Sony Computer Entertainment  ,Relentless Software  ,7.9,0.5291502622129182,0.6855654600401044,0.0,0.36055512754639896,0.938083151964686
2852,Goodbye Deponia,PC,80.0,7.9,2013,Adventure,Daedalic Entertainment  ,Daedalic Entertainment  ,,0.0,0.2645751311064591,0.0,0.0,0.2645751311064591
2854,Naruto Shippuden: Ultimate Ninja Storm 4,XOne,80.0,8.3,2016,Fighting,Namco Bandai Games  ,CyberConnect2  ,,0.5,0.2645751311064591,0.0,0.17320508075688773,0.5916079783099616
2855,LEGO Dimensions,PS4,80.0,7.2,2015,Action,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,0.6928203230275509,0.7071067811865476,0.0,0.4472135954999579,1.0862780491200215
2856,Borderlands: The Handsome Collection,XOne,80.0,8.0,2015,Shooter,2K Games  ,Gearbox Software  ,,0.7,0.36055512754639896,0.0,0.2645751311064591,0.8246211251235321
2857,NCAA Football 10,PS3,80.0,6.9,2009,Sports,EA Sports  ,EA Tiburon  ,8.1,0.8660254037844386,0.0,0.0,0.2449489742783178,0.9
2861,Super Street Fighter IV: Arcade Edition,PS3,80.0,7.2,2011,Fighting,Capcom  ,Capcom / Dimps Corporation  ,8.1,0.3872983346207417,0.22360679774997896,0.41231056256176607,0.1414213562373095,0.6164414002968976
2867,Shin Megami Tensei: Strange Journey,DS,80.0,4.8,2010,Role-Playing,Atlus  ,Atlus Co.  ,8.0,0.36055512754639896,0.0,0.37416573867739417,0.1,0.5291502622129182
2869,NHL 2003,XB,80.0,7.4,2002,Sports,EA Sports  ,EA Canada  ,,0.3872983346207417,0.2,0.0,0.1,0.458257569495584
2872,Tiger Woods PGA Tour 12: The Masters,PS3,80.0,7.2,2011,Sports,EA Sports  ,EA Tiburon  ,,0.7211102550927979,0.5,0.0,0.33166247903553997,0.9433981132056604
2873,Puppeteer,PS3,80.0,8.4,2013,Platform,Sony Computer Entertainment America  ,SCE Japan Studio  ,,0.33166247903553997,0.3,0.1414213562373095,0.2,0.5196152422706632
2874,Tomb Raider: Legend,X360,80.0,7.4,2006,Action,Eidos Interactive  ,Crystal Dynamics  ,8.1,0.5196152422706632,0.2645751311064591,0.1,0.17320508075688773,0.6082762530298219
2876,Tomb Raider: Underworld,PC,80.0,7.7,2008,Adventure,Eidos Interactive  ,Crystal Dynamics  ,8.0,0.0,0.2645751311064591,0.0,0.1,0.282842712474619
2878,Peter Jackson's King Kong: The Official Game of the Movie,X360,80.0,7.6,2005,Action,Ubisoft  ,Ubisoft Montpellier  ,7.9,0.4472135954999579,0.17320508075688773,0.0,0.1414213562373095,0.5099019513592785
2879,Prison Architect,PS4,80.0,6.9,2016,Simulation,Introversion Software  ,Introversion Software  ,,0.1414213562373095,0.1414213562373095,0.0,0.1,0.22360679774997896
2881,X-Men Legends II: Rise of Apocalypse,PC,80.0,8.1,2005,Role-Playing,Activision  ,Raven Software  ,7.9,0.1,0.0,0.0,0.0,0.1
2884,Trine,PC,80.0,8.1,2009,Platform,Nobilis  ,Frozenbyte  ,8.1,0.0,0.1,0.0,0.0,0.1
2885,Dishonored: Definitive Edition,PS4,80.0,7.7,2015,Action,Bethesda Softworks  ,Arkane Studios  ,,0.34641016151377546,0.458257569495584,0.1414213562373095,0.2449489742783178,0.648074069840786
2886,Etrian Odyssey V: Beyond the Myth,3DS,80.0,8.0,2017,Role-Playing,Atlus  ,Atlus  ,7.9,0.33166247903553997,0.1,0.37416573867739417,0.1,0.5196152422706632
2887,Sleeping Dogs,X360,80.0,8.0,2012,Action-Adventure,Square Enix  ,United Front Games  ,7.9,0.6164414002968976,0.6324555320336759,0.1,0.282842712474619,0.9327379053088815
2888,Test Drive Unlimited,PSP,80.0,7.6,2007,Racing,Atari  ,Melbourne House  ,7.7,0.282842712474619,0.5291502622129182,0.0,0.3872983346207417,0.714142842854285
2889,FIFA Soccer 06,XB,80.0,7.5,2005,Sports,EA Sports  ,EA Canada  ,,0.5385164807134504,0.6164414002968976,0.0,0.1,0.8246211251235321
2891,MLB 15: The Show,PS4,80.0,7.7,2015,Sports,Sony Computer Entertainment America  ,SCE San Diego Studio  ,,0.8660254037844386,0.282842712474619,0.0,0.43588989435406733,1.004987562112089
2892,Monster Hunter Generations Ultimate,NS,80.0,8.6,2018,Action,Capcom  ,Capcom  ,7.7,0.5196152422706632,0.37416573867739417,0.5196152422706632,0.2,0.848528137423857
2893,NBA 2K7,PS3,80.0,7.7,2006,Sports,2K Sports  ,Visual Concepts  ,8.1,0.5477225575051661,0.2,0.0,0.17320508075688773,0.6164414002968976
2894,Company of Heroes 2,PC,80.0,2.2,2013,Misc,Sega  ,Relic  ,,0.2449489742783178,0.5099019513592785,0.0,0.1414213562373095,0.5830951894845301
2895,RiME,PS4,80.0,7.8,2017,Adventure,Grey Box  ,Tequila Works  ,7.1,0.1414213562373095,0.2645751311064591,0.0,0.1414213562373095,0.33166247903553997
2897,Red Steel 2,Wii,80.0,8.5,2010,Shooter,Ubisoft  ,Ubisoft Paris  ,7.8,0.5916079783099616,0.458257569495584,0.1,0.2449489742783178,0.7874007874011811
2899,Ninjatown,DS,80.0,8.4,2008,Strategy,SouthPeak Interactive  ,Venan Entertainment / Cashmere Productions  ,,0.34641016151377546,0.0,0.0,0.1,0.36055512754639896
2900,MotoGP '06,X360,80.0,7.4,2006,Racing,THQ  ,Climax Studios  ,8.3,0.33166247903553997,0.1,0.0,0.1,0.37416573867739417
2907,Mega Man 11,NS,80.0,8.6,2018,Platform,Capcom  ,Capcom  ,8.0,0.5385164807134504,0.0,0.17320508075688773,0.17320508075688773,0.6
2908,Style Savvy: Styling Star,3DS,80.0,7.8,2017,Simulation,Nintendo  ,syn Sophia  ,8.5,0.0,0.5385164807134504,0.37416573867739417,0.1414213562373095,0.6708203932499369
2914,Karaoke Revolution,XB,80.0,6.8,2004,Misc,Konami  ,Secret Level  ,,0.2449489742783178,0.1414213562373095,0.0,0.0,0.3
2915,Ultimate Brain Games,GBA,80.0,8.5,2003,Misc,Telegames  ,Cosmigo  ,,0.2449489742783178,0.1414213562373095,0.0,0.0,0.282842712474619
2916,Disney's Lilo & Stitch,GBA,80.0,7.4,2002,Action,Disney Interactive Studios  ,Digital Eclipse  ,8.0,0.8774964387392122,0.5385164807134504,0.0,0.1414213562373095,1.0392304845413265
2919,Mat Hoffman's Pro BMX,PS,80.0,8.3,2001,Sports,Activision  ,Shaba Games  ,,0.5477225575051661,0.4472135954999579,0.0,0.2,0.7348469228349535
2921,MX vs. ATV Unleashed,XB,80.0,8.3,2005,Racing,THQ  ,Rainbow Studios  ,,0.565685424949238,0.2645751311064591,0.0,0.1,0.6324555320336759
2922,NHL 14,PS3,80.0,6.1,2013,Sports,EA Sports  ,EA Canada  ,,0.5291502622129182,0.43588989435406733,0.0,0.31622776601683794,0.7549834435270749
2925,Danganronpa: Trigger Happy Havoc,PSV,80.0,8.7,2014,Adventure,NIS America  ,Spike Chunsoft  ,,0.3,0.2449489742783178,0.3872983346207417,0.22360679774997896,0.5830951894845301
2932,Hyper Light Drifter,PS4,80.0,7.8,2016,Role-Playing,Rebellion Games  ,Rebellion Games  ,,0.0,0.0,0.1,0.0,0.1
2933,Gravity Rush 2,PS4,80.0,8.1,2017,Action-Adventure,Sony Interactive Entertainment  ,SIE Japan Studio  ,,0.36055512754639896,0.22360679774997896,0.36055512754639896,0.2,0.5916079783099616
2934,Far Cry 4,PC,80.0,6.9,2014,Shooter,Ubisoft  ,Ubisoft Montreal  ,8.5,0.43588989435406733,0.6403124237432849,0.0,0.22360679774997896,0.806225774829855
2935,Castlevania: The Dracula X Chronicles,PSP,80.0,8.2,2007,Platform,Konami  ,Konami  ,8.0,0.469041575982343,0.3,0.2,0.2645751311064591,0.648074069840786
2936,NHL 19,PS4,80.0,5.2,2018,Sports,EA Sports  ,EA Canada  ,,0.5099019513592785,0.3,0.0,0.282842712474619,0.6557438524302001
2938,Battlefield 2142,PC,80.0,6.8,2006,Shooter,Electronic Arts  ,Digital Illusions CE  ,,0.0,0.1414213562373095,0.0,0.0,0.17320508075688773
2939,Skylanders Giants,WiiU,80.0,6.2,2012,Misc,Activision  ,Unknown  ,,0.47958315233127197,0.36055512754639896,0.0,0.2,0.6244997998398398
2940,LEGO Rock Band,DS,80.0,7.9,2009,Misc,Warner Bros. Interactive  ,TT Games / Harmonix Music Systems  ,8.4,0.565685424949238,0.3,0.0,0.2,0.6708203932499369
2941,A Boy and His Blob,Wii,80.0,8.4,2009,Platform,Majesco  ,WayForward Technologies  ,7.9,0.4242640687119285,0.1,0.0,0.1414213562373095,0.458257569495584
2942,World of Tanks,PC,80.0,3.4,2011,Shooter,Wargaming.net  ,Wargaming.net  ,7.8,0.0,0.47958315233127197,0.0,0.22360679774997896,0.5291502622129182
2946,Kelly Slater's Pro Surfer,XB,80.0,6.8,2002,Sports,Activision  ,Treyarch  ,,0.282842712474619,0.1414213562373095,0.0,0.0,0.31622776601683794
2949,Pilotwings 64,N64,80.0,8.1,1996,Simulation,Nintendo  ,Paradigm Entertainment  ,,0.7483314773547883,0.4898979485566356,0.5477225575051661,0.1414213562373095,1.0583005244258363
2950,"Warhammer 40,000: Dawn of War II - Retribution",PC,80.0,7.7,2011,Strategy,THQ  ,Relic Entertainment  ,7.9,0.0,0.2449489742783178,0.0,0.1414213562373095,0.282842712474619
2952,NHL 16,XOne,80.0,6.0,2015,Sports,EA Sports  ,EA Canada  ,,0.6403124237432849,0.22360679774997896,0.0,0.22360679774997896,0.714142842854285
2957,Virtua Tennis 3,X360,80.0,7.0,2007,Sports,Sega  ,Sumo Digital  ,,0.17320508075688773,0.1,0.0,0.0,0.2
2961,NBA Live 06,PSP,80.0,7.7,2005,Sports,EA Sports  ,EA Canada  ,8.1,0.6244997998398398,0.0,0.0,0.17320508075688773,0.648074069840786
2965,Virtua Tennis 3,PS3,80.0,7.9,2007,Sports,Sega  ,Sega-AM3  ,,0.47958315233127197,0.7615773105863908,0.17320508075688773,0.458257569495584,1.02469507659596
2966,Trauma Center: Second Opinion,Wii,80.0,8.0,2006,Simulation,Atlus  ,Atlus Co.  ,8.2,0.5291502622129182,0.1,0.17320508075688773,0.17320508075688773,0.5830951894845301
2967,Battlefield 2: Modern Combat,PS2,80.0,8.4,2005,Shooter,Electronic Arts  ,Digital Illusions  ,7.6,0.6082762530298219,0.1,0.0,0.2449489742783178,0.6633249580710799
